essay_id	essay_set	prediction
16059	6	0
16062	6	4
16078	6	1
16079	6	2
16086	6	3
16091	6	3
16096	6	4
16097	6	3
16099	6	1
16108	6	1
16110	6	1
16120	6	3
16132	6	4
16141	6	2
16147	6	1
16152	6	2
16156	6	3
16157	6	3
16165	6	3
16170	6	2
16182	6	3
16185	6	3
16186	6	3
16199	6	1
16215	6	3
16217	6	4
16220	6	1
16223	6	2
16226	6	3
16234	6	2
16240	6	3
16241	6	4
16243	6	3
16244	6	0
16252	6	2
16256	6	1
16258	6	2
16261	6	4
16264	6	2
16266	6	3
16269	6	2
16270	6	0
16272	6	2
16277	6	2
16278	6	3
16285	6	2
16290	6	2
16296	6	3
16304	6	2
16305	6	3
16306	6	3
16307	6	0
16308	6	2
16310	6	2
16314	6	2
16315	6	1
16317	6	4
16325	6	2
16335	6	2
16338	6	2
16346	6	4
16347	6	0
16364	6	2
16370	6	2
16383	6	1
16385	6	2
16386	6	3
16387	6	4
16389	6	2
16393	6	3
16399	6	4
16407	6	3
16409	6	1
16412	6	2
16422	6	3
16431	6	1
16447	6	3
16454	6	2
16461	6	4
16463	6	3
16468	6	0
16471	6	2
16473	6	2
16475	6	3
16476	6	2
16479	6	2
16480	6	3
16482	6	3
16483	6	3
16486	6	3
16487	6	2
16504	6	2
16509	6	3
16522	6	3
16527	6	4
16530	6	3
16535	6	3
16541	6	2
16546	6	4
16550	6	3
16552	6	4
16557	6	4
16558	6	3
16572	6	0
16576	6	2
16579	6	4
16580	6	2
16582	6	4
16584	6	3
16585	6	2
16593	6	2
16596	6	2
16600	6	1
16601	6	2
16607	6	3
16610	6	2
10629	4	8
10630	4	21
17838	7	24
17843	7	24
17856	7	19
17859	7	24
17868	7	24
17875	7	20
17887	7	24
17888	7	24
17890	7	18
17892	7	24
17896	7	24
17900	7	16
17905	7	13
17916	7	12
17921	7	16
17931	7	24
17935	7	16
17938	7	24
17945	7	19
17946	7	15
17949	7	6
17952	7	23
17953	7	20
17957	7	13
17963	7	24
17967	7	24
17989	7	15
17991	7	24
18014	7	24
18015	7	16
18023	7	14
18026	7	14
18035	7	12
18039	7	18
18048	7	17
18052	7	23
18056	7	24
18060	7	13
18064	7	18
18068	7	24
18072	7	16
18084	7	24
18089	7	16
18090	7	16
18093	7	16
18098	7	15
18105	7	17
18114	7	17
18121	7	22
18126	7	8
18127	7	23
18132	7	19
18135	7	14
18136	7	9
18138	7	24
18144	7	16
18153	7	24
18156	7	18
18159	7	24
18161	7	16
18165	7	24
18172	7	19
18174	7	24
18175	7	23
18178	7	22
18183	7	21
18196	7	11
18201	7	16
18207	7	15
18208	7	18
18231	7	22
18248	7	10
18252	7	18
18255	7	20
18266	7	24
18281	7	24
18282	7	18
18283	7	24
18286	7	24
18290	7	16
18291	7	18
18296	7	10
18301	7	10
18304	7	15
18305	7	17
18307	7	19
18311	7	24
18318	7	17
18334	7	16
18335	7	19
18348	7	6
18350	7	12
18353	7	19
18369	7	24
18371	7	24
18383	7	9
18384	7	16
18389	7	24
18408	7	24
18417	7	24
18418	7	12
18427	7	11
18430	7	22
18441	7	7
18451	7	24
18466	7	13
18473	7	24
18481	7	7
18482	7	24
18484	7	17
18485	7	17
18488	7	10
18490	7	17
18492	7	10
18498	7	24
18501	7	16
18503	7	19
18506	7	11
18512	7	16
18513	7	11
18521	7	8
18522	7	16
18526	7	19
18528	7	16
18535	7	7
18537	7	14
18538	7	19
18540	7	16
18544	7	10
18547	7	11
18552	7	14
18554	7	16
18557	7	21
18561	7	16
18564	7	20
18567	7	24
18571	7	24
18577	7	21
18578	7	17
18579	7	24
18580	7	24
18588	7	24
18591	7	24
18599	7	16
18605	7	22
18620	7	20
18622	7	19
18641	7	11
18658	7	11
18659	7	17
18664	7	23
18682	7	24
18689	7	10
18693	7	18
18694	7	23
18695	7	21
18698	7	24
18713	7	21
18714	7	20
18719	7	12
18721	7	18
18731	7	13
18737	7	11
18750	7	8
18751	7	11
18756	7	19
18757	7	9
18758	7	10
18760	7	17
18765	7	24
18766	7	12
18777	7	19
18783	7	14
18785	7	12
18786	7	16
18789	7	16
18795	7	16
18813	7	16
18817	7	16
18819	7	22
18822	7	10
18823	7	9
18831	7	20
18837	7	14
18848	7	24
18857	7	23
18865	7	13
18874	7	21
18882	7	22
18884	7	13
18889	7	24
18892	7	21
18895	7	24
18906	7	20
18908	7	23
18910	7	23
18925	7	13
18928	7	18
18934	7	10
18937	7	8
18941	7	23
18944	7	15
18945	7	24
18950	7	20
18952	7	6
18955	7	13
18958	7	3
18960	7	24
18963	7	24
18973	7	24
18980	7	11
18983	7	24
18985	7	21
18990	7	23
18999	7	24
19001	7	12
19004	7	9
19005	7	9
19018	7	17
19031	7	23
19037	7	19
19044	7	10
19046	7	23
19070	7	7
19093	7	18
19097	7	13
19099	7	16
19102	7	18
19103	7	24
19104	7	24
19107	7	13
19108	7	17
19135	7	11
19147	7	17
19149	7	9
19153	7	15
19164	7	22
19168	7	13
19169	7	16
19174	7	24
19175	7	17
19181	7	16
19184	7	18
19187	7	20
19189	7	18
19191	7	9
19192	7	18
19193	7	17
19211	7	22
19213	7	10
19214	7	19
19223	7	23
19224	7	17
19231	7	15
19233	7	20
19234	7	19
19241	7	23
19247	7	20
19253	7	17
19254	7	13
19255	7	17
19256	7	24
19258	7	20
19259	7	21
19260	7	21
19265	7	21
19266	7	24
19267	7	24
19277	7	17
19286	7	20
19304	7	22
19306	7	9
19314	7	16
19326	7	16
19334	7	24
19341	7	16
19343	7	21
19353	7	7
19360	7	23
19362	7	10
19364	7	8
19366	7	16
19382	7	13
19387	7	14
19390	7	13
19392	7	18
19396	7	19
19402	7	24
19411	7	9
19415	7	20
19419	7	16
19420	7	15
19423	7	20
19446	7	16
19451	7	24
19455	7	10
19456	7	18
19457	7	24
19459	7	11
19466	7	14
19476	7	18
19489	7	16
19496	7	16
19503	7	18
19508	7	11
19513	7	16
19514	7	19
19520	7	19
19522	7	24
19524	7	23
19529	7	24
19537	7	8
16616	6	24
16630	6	10
20716	8	36
20725	8	46
20733	8	33
20736	8	40
20741	8	35
20746	8	36
20761	8	42
20762	8	31
20767	8	50
20768	8	55
20774	8	26
20777	8	32
20785	8	33
20787	8	33
20791	8	31
20792	8	33
20793	8	44
20797	8	31
20800	8	32
20803	8	33
20804	8	36
20809	8	40
20813	8	33
20819	8	28
20823	8	40
20824	8	35
20831	8	30
20842	8	40
20847	8	43
20851	8	31
20856	8	33
20863	8	33
20865	8	34
20869	8	37
20884	8	37
20887	8	32
20894	8	42
20904	8	37
20916	8	36
20918	8	30
20929	8	24
20939	8	35
20940	8	32
20947	8	40
20949	8	37
20966	8	35
20974	8	55
20983	8	35
20988	8	30
20999	8	40
21017	8	24
21020	8	20
21026	8	42
21034	8	32
21043	8	50
21053	8	41
21058	8	40
21073	8	37
21090	8	33
21098	8	55
21130	8	45
21133	8	40
21134	8	30
21138	8	33
21141	8	24
21145	8	42
21146	8	44
21147	8	31
21149	8	48
21161	8	36
21174	8	40
21177	8	30
21183	8	30
21190	8	41
21198	8	32
21206	8	30
21217	8	30
21224	8	40
21225	8	43
21230	8	46
21246	8	46
21256	8	40
21258	8	27
21271	8	27
21273	8	40
21279	8	34
21280	8	30
21289	8	46
21296	8	40
21310	8	34
21312	8	40
21319	8	38
21321	8	50
21352	8	35
21354	8	35
21361	8	50
21364	8	36
21369	8	30
21370	8	24
21379	8	50
21382	8	32
21386	8	40
21393	8	31
21399	8	30
21413	8	36
21427	8	34
21433	8	48
21438	8	35
21440	8	45
21442	8	40
21443	8	36
21444	8	24
21456	8	42
21457	8	35
21458	8	45
21467	8	40
21471	8	40
21472	8	30
21477	8	20
21479	8	35
21481	8	35
21494	8	40
21502	8	40
21506	8	36
21509	8	31
21514	8	35
21518	8	40
21519	8	40
21522	8	33
21526	8	36
21529	8	32
21532	8	35
21541	8	40
21542	8	33
21545	8	45
21553	8	24
21570	8	33
21581	8	33
21586	8	30
21599	8	40
21606	8	39
21613	8	45
21615	8	31
