	essay_id	2gram-tf-idf
1898	18516	63
1899	18527	45
1900	18530	98
1901	18545	111
1902	18550	78
1903	18551	45
1904	18556	18
1905	18560	103
1906	18566	154
1907	18572	96
1908	18581	116
1909	18582	117
1910	18594	101
1911	18595	39
1912	18603	64
1913	18612	56
1914	18617	127
1915	18618	122
1916	18621	70
1917	18624	104
1918	18627	89
1919	18629	88
1920	18630	103
1921	18633	87
1922	18635	68
1923	18640	126
1924	18647	108
1925	18655	123
1926	18669	77
1927	18671	126
1928	18674	99
1929	18680	34
1930	18684	91
1931	18691	113
1932	18702	136
1933	18705	133
1934	18707	131
1935	18727	104
1936	18733	127
1937	18740	134
1938	18742	91
1939	18743	93
1940	18745	110
1941	18747	55
1942	18762	96
1943	18763	72
1944	18771	108
1945	18778	135
1946	18784	57
1947	18790	129
1948	18791	128
1949	18798	106
1950	18800	101
1951	18802	96
1952	18806	102
1953	18808	110
1954	18809	132
1955	18812	73
1956	18824	102
1957	18826	133
1958	18833	133
1959	18852	109
1960	18854	111
1961	18855	94
1962	18858	84
1963	18860	113
1964	18861	120
1965	18863	126
1966	18868	100
1967	18870	132
1968	18875	90
1969	18879	130
1970	18881	71
1971	18887	78
1972	18890	72
1973	18901	88
1974	18917	117
1975	18920	55
1976	18921	76
1977	18923	135
1978	18924	86
1979	18932	94
1980	18933	148
1981	18936	111
1982	18947	115
1983	18956	43
1984	18959	122
1985	18967	100
1986	18972	118
1987	18977	139
1988	18981	73
1989	18982	107
1990	18988	127
1991	18993	78
1992	18994	78
1993	19028	125
1994	19030	85
1995	19032	53
1996	19034	128
1997	19036	112
1998	19039	128
1999	19051	136
2000	19055	95
2001	19057	119
2002	19060	93
2003	19068	82
2004	19069	107
2005	19073	91
2006	19082	68
2007	19083	126
2008	19090	126
2009	19094	92
2010	19105	109
2011	19111	102
2012	19112	77
2013	19116	133
2014	19118	102
2015	19124	104
2016	19127	62
2017	19141	91
2018	19148	147
2019	19159	135
2020	19160	110
2021	19161	135
2022	19166	118
2023	19172	101
2024	19178	44
2025	19180	32
2026	19190	129
2027	19195	147
2028	19196	115
2029	19199	131
2030	19207	134
2031	19212	105
2032	19215	25
2033	19216	92
2034	19217	128
2035	19228	78
2036	19229	149
2037	19230	82
2038	19236	127
2039	19240	114
2040	19251	96
2041	19287	63
2042	19291	79
2043	19296	112
2044	19297	113
2045	19298	140
2046	19303	64
2047	19308	91
2048	19313	105
2049	19315	120
2050	19316	78
2051	19329	79
2052	19335	130
2053	19340	90
2054	19348	102
2055	19351	126
2056	19354	102
2057	19361	118
2058	19368	113
2059	19369	59
2060	19374	47
2061	19375	86
2062	19376	38
2063	19377	49
2064	19384	57
2065	19386	128
2066	19404	80
2067	19405	109
2068	19408	116
2069	19410	123
2070	19414	139
2071	19417	88
2072	19434	32
2073	19439	112
2074	19440	55
2075	19442	109
2076	19460	105
2077	19471	120
2078	19474	122
2079	19484	135
2080	19495	83
2081	19501	131
2082	19507	130
2083	19512	120
2084	19515	89
2085	19516	118
2086	19527	67
2087	19540	122
2088	19547	111
2089	19557	123
2090	19561	117
2091	14840	102
2092	14846	98
2093	14850	105
2094	14853	70
2095	14856	117
2096	14861	95
2097	14869	105
2098	14879	94
2099	14883	115
2100	14884	105
2101	14885	113
2102	14896	111
2103	14907	90
2104	14912	87
2105	14915	89
2106	14917	95
2107	14921	98
2108	14922	119
2109	14924	106
2110	14928	109
2111	14938	86
2112	14944	104
2113	14965	78
2114	14969	74
2115	14976	102
2116	14980	89
2117	14982	111
2118	14988	93
2119	14993	79
2120	14997	68
2121	15022	125
2122	15023	93
2123	15026	97
2124	15029	103
2125	15032	106
2126	15038	99
2127	15039	94
2128	15042	135
2129	15045	88
2130	15049	104
2131	15050	102
2132	15062	118
2133	15070	97
2134	15073	89
2135	15076	119
2136	15085	112
2137	15093	100
2138	15096	39
2139	15104	92
2140	15114	60
2141	15120	84
2142	15122	107
2143	15123	111
2144	15132	106
2145	15133	97
2146	15142	91
2147	15144	101
2148	15145	98
2149	15148	89
2150	15149	69
2151	15155	110
2152	15157	115
2153	15184	116
2154	15187	98
2155	15193	49
2156	15217	55
2157	15224	90
2158	15229	82
2159	15230	117
2160	15233	124
2161	15235	89
2162	15238	34
2163	15243	113
2164	15248	86
2165	15256	110
2166	15259	122
2167	15260	78
2168	15261	102
2169	15277	67
2170	15286	92
2171	15287	103
2172	15294	98
2173	15314	94
2174	15315	88
2175	15320	85
2176	15321	94
2177	15324	84
2178	15325	83
2179	15328	109
2180	15329	110
2181	15330	122
2182	15337	121
2183	15354	118
2184	15355	93
2185	15363	51
2186	15368	114
2187	15372	103
2188	15389	98
2189	15392	103
2190	15393	97
2191	15397	108
2192	15404	80
2193	15406	68
2194	15408	74
2195	15409	105
2196	15411	123
2197	15413	87
2198	15418	102
2199	15421	92
2200	15423	102
2201	15426	50
2202	15431	91
2203	15432	110
2204	15441	56
2205	15454	103
2206	15456	97
2207	15457	78
2208	15459	92
2209	15462	74
2210	15463	79
2211	15468	64
2212	15470	116
2213	15472	66
2214	15477	109
2215	15478	98
2216	15487	38
2217	15489	106
2218	15496	86
2219	15497	113
2220	15498	97
2221	15505	76
2222	15508	113
2223	15512	117
2224	15517	93
2225	15522	111
2226	15527	89
2227	15531	82
2228	15534	100
2229	15535	123
2230	15537	85
2231	15541	94
2232	15542	99
2233	15545	112
2234	15547	109
2235	15552	92
2236	15558	99
2237	15560	110
2238	15564	100
2239	15567	82
2240	15570	66
2241	15571	42
2242	15584	60
2243	15591	80
2244	15593	99
2245	15601	113
2246	15602	92
2247	15603	105
2248	15605	96
2249	15612	113
2250	15620	103
2251	15623	92
2252	15624	85
2253	15627	77
2254	15633	99
2255	15635	114
2256	15641	90
2257	15644	102
2258	15647	110
2259	15654	93
2260	15655	90
2261	15662	107
2262	15667	100
2263	15668	81
2264	15679	100
2265	15680	106
2266	15685	97
2267	15688	84
2268	15691	45
2269	15693	90
2270	15694	94
2271	15695	96
2272	15702	96
2273	15704	70
2274	15719	100
2275	15722	130
2276	15732	87
2277	15736	92
2278	15746	92
2279	15750	47
2280	15753	35
2281	15754	87
2282	15761	76
2283	15765	99
2284	15769	81
2285	15774	104
2286	15775	115
2287	15777	90
2288	15787	127
2289	15796	111
2290	15802	88
2291	15803	99
2292	15810	102
2293	15811	72
2294	15821	125
2295	15826	104
2296	15831	32
2297	15842	79
2298	15845	89
2299	15854	134
2300	15864	101
2301	15866	113
2302	15877	88
2303	15881	107
2304	15899	105
2305	15900	87
2306	15905	101
2307	15913	47
2308	15915	98
2309	15918	80
2310	15924	105
2311	15931	109
2312	15938	122
2313	15942	114
2314	15948	115
2315	15950	98
2316	15951	98
2317	15958	57
2318	15961	88
2319	15966	86
2320	15969	112
2321	15979	57
2322	15983	112
2323	15991	100
2324	15992	75
2325	16001	106
2326	16007	99
2327	16013	67
2328	16014	43
2329	16023	92
2330	16028	73
2331	16029	129
2332	16032	116
2333	16038	87
2334	16043	104
2335	16045	97
2336	16050	114
2337	16055	104
2338	16058	109
2339	16063	53
2340	16072	95
2341	16080	106
2342	16081	112
2343	16093	113
2344	16101	115
2345	16105	93
2346	16106	96
2347	16113	76
2348	16115	94
2349	16117	94
2350	16126	94
2351	16127	82
2352	16138	99
2353	16142	31
2354	16151	56
2355	16162	101
2356	16164	109
2357	16168	121
2358	16175	89
2359	16177	110
2360	16191	125
2361	16192	46
2362	16195	71
2363	16197	112
2364	16198	119
2365	16201	109
2366	16203	104
2367	16208	100
2368	16210	79
2369	16211	92
2370	16212	116
2371	16218	110
2372	16219	100
2373	16222	114
2374	16224	79
2375	16230	96
2376	16232	98
2377	16236	61
2378	16247	100
2379	16249	78
2380	16250	101
2381	16275	84
2382	16287	113
2383	16291	79
2384	16292	104
2385	16293	105
2386	16294	105
2387	16299	99
2388	16300	108
2389	16301	109
2390	16303	85
2391	16309	68
2392	16316	56
2393	16318	116
2394	16327	113
2395	16332	98
2396	16337	58
2397	16356	89
2398	16358	63
2399	16359	68
2400	16362	88
2401	16369	101
2402	16371	125
2403	16373	129
2404	16374	123
2405	16384	33
2406	16388	101
2407	16395	102
2408	16397	98
2409	16402	116
2410	16410	104
2411	16413	108
2412	16432	32
2413	16438	93
2414	16439	42
2415	16440	81
2416	16444	95
2417	16445	82
2418	16453	111
2419	16459	113
2420	16466	82
2421	16481	75
2422	16484	105
2423	16498	44
2424	16499	119
2425	16505	101
2426	16506	111
2427	16508	107
2428	16510	82
2429	16514	107
2430	16518	108
2431	16520	39
2432	16521	7
2433	16524	97
2434	16533	119
2435	16534	73
2436	16536	84
2437	16539	86
2438	16543	54
2439	16549	107
2440	16563	83
2441	16583	114
2442	16587	90
2443	16591	92
2444	16594	43
2445	16597	122
2446	16604	113
2447	16609	22
2448	16612	110
2449	16620	90
2450	16621	114
2451	20719	11
2452	20721	34
2453	20722	51
2454	20726	8
2455	20728	7
2456	20737	10
2457	20756	2
2458	20758	12
2459	20760	8
2460	20765	6
2461	20766	2
2462	20772	52
2463	20776	10
2464	20794	9
2465	20802	11
2466	20818	1
2467	20821	1
2468	20827	12
2469	20829	5
2470	20835	6
2471	20840	88
2472	20846	12
2473	20850	130
2474	20862	13
2475	20866	1
2476	20870	105
2477	20874	21
2478	20888	9
2479	20901	9
2480	20902	4
2481	20910	110
2482	20917	17
2483	20919	106
2484	20922	103
2485	20930	8
2486	20932	4
2487	20938	14
2488	20945	32
2489	20946	3
2490	20958	6
2491	20962	1
2492	20998	5
2493	21008	10
2494	21012	13
2495	21023	9
2496	21025	11
2497	21036	4
2498	21038	29
2499	21039	5
2500	21042	2
2501	21059	4
2502	21063	16
2503	21067	2
2504	21072	10
2505	21076	13
2506	21081	9
2507	21092	7
2508	21095	6
2509	21096	25
2510	21102	15
2511	21103	135
2512	21107	16
2513	21112	23
2514	21118	8
2515	21127	26
2516	21132	117
2517	21150	131
2518	21153	41
2519	21154	4
2520	21156	24
2521	21159	5
2522	21167	1
2523	21170	4
2524	21178	26
2525	21179	129
2526	21181	28
2527	21185	15
2528	21186	3
2529	21191	13
2530	21194	14
2531	21199	5
2532	21203	12
2533	21205	127
2534	21207	3
2535	21208	8
2536	21210	13
2537	21211	8
2538	21214	34
2539	21215	14
2540	21240	112
2541	21247	14
2542	21248	17
2543	21250	4
2544	21257	10
2545	21261	18
2546	21263	27
2547	21284	18
2548	21286	35
2549	21292	5
2550	21293	128
2551	21301	69
2552	21318	129
2553	21323	7
2554	21330	15
2555	21339	17
2556	21344	15
2557	21355	125
2558	21356	3
2559	21374	8
2560	21377	5
2561	21383	8
2562	21398	5
2563	21404	11
2564	21411	5
2565	21415	5
2566	21429	2
2567	21437	15
2568	21450	11
2569	21462	6
2570	21468	18
2571	21470	1
2572	21491	10
2573	21508	0
2574	21511	9
2575	21512	13
2576	21525	7
2577	21537	62
2578	21539	1
2579	21546	9
2580	21549	111
2581	21558	1
2582	21560	3
2583	21568	4
2584	21574	4
2585	21575	58
2586	21579	133
2587	21584	2
2588	21589	8
2589	21601	12
2590	21605	129
2591	21607	1
2592	21609	5
2593	21611	3
2594	21619	3
2595	21623	5
2596	2	19
2597	3	83
2598	6	115
2599	10	9
2600	11	126
2601	12	124
2602	14	172
2603	18	70
2604	27	96
2605	33	108
2606	35	94
2607	51	19
2608	55	128
2609	60	60
2610	65	18
2611	68	11
2612	73	78
2613	75	130
2614	77	20
2615	85	19
2616	86	18
2617	90	109
2618	98	11
2619	104	94
2620	118	14
2621	122	15
2622	126	103
2623	128	6
2624	135	120
2625	137	117
2626	138	14
2627	140	109
2628	152	102
2629	157	14
2630	161	95
2631	165	118
2632	166	6
2633	173	125
2634	176	10
2635	179	120
2636	181	19
2637	188	16
2638	192	24
2639	201	9
2640	208	100
2641	219	55
2642	221	128
2643	227	91
2644	234	63
2645	235	121
2646	238	77
2647	239	114
2648	245	111
2649	257	74
2650	258	22
2651	261	37
2652	275	13
2653	285	3
2654	294	12
2655	296	32
2656	301	62
2657	307	83
2658	308	95
2659	320	81
2660	322	98
2661	324	93
2662	328	119
2663	331	10
2664	334	12
2665	342	33
2666	348	88
2667	350	94
2668	352	133
2669	357	122
2670	358	105
2671	366	81
2672	370	11
2673	373	125
2674	377	15
2675	383	17
2676	390	61
2677	391	14
2678	395	120
2679	396	106
2680	410	65
2681	418	17
2682	422	109
2683	433	7
2684	436	70
2685	440	106
2686	442	105
2687	444	126
2688	448	6
2689	452	125
2690	458	131
2691	460	13
2692	462	81
2693	466	109
2694	469	11
2695	474	96
2696	475	7
2697	476	105
2698	477	119
2699	482	101
2700	485	16
2701	486	24
2702	489	9
2703	495	113
2704	496	133
2705	505	17
2706	512	128
2707	519	14
2708	526	110
2709	533	15
2710	544	101
2711	546	113
2712	551	139
2713	552	113
2714	553	112
2715	557	13
2716	560	62
2717	563	120
2718	570	27
2719	571	70
2720	579	78
2721	581	95
2722	584	27
2723	588	9
2724	597	24
2725	606	7
2726	607	8
2727	619	3
2728	638	111
2729	642	19
2730	644	129
2731	673	91
2732	676	109
2733	683	21
2734	685	144
2735	688	124
2736	689	19
2737	695	98
2738	697	126
2739	702	103
2740	712	111
2741	726	138
2742	734	20
2743	738	130
2744	744	97
2745	749	14
2746	755	7
2747	757	3
2748	758	128
2749	760	94
2750	768	87
2751	769	8
2752	772	6
2753	779	128
2754	783	110
2755	785	100
2756	788	82
2757	794	76
2758	820	119
2759	829	96
2760	833	23
2761	834	15
2762	844	117
2763	845	70
2764	848	119
2765	856	10
2766	869	104
2767	871	17
2768	873	81
2769	875	9
2770	879	97
2771	880	58
2772	883	8
2773	888	17
2774	894	106
2775	896	107
2776	905	128
2777	909	7
2778	912	22
2779	928	120
2780	929	17
2781	940	91
2782	943	78
2783	951	60
2784	953	22
2785	954	21
2786	964	13
2787	971	114
2788	980	6
2789	986	14
2790	989	82
2791	995	104
2792	1000	6
2793	1003	120
2794	1007	94
2795	1008	35
2796	1009	17
2797	1010	145
2798	1015	14
2799	1020	100
2800	1023	104
2801	1026	85
2802	1032	14
2803	1035	132
2804	1043	17
2805	1046	130
2806	1047	16
2807	1048	18
2808	1062	65
2809	1068	15
2810	1071	122
2811	1076	12
2812	1077	22
2813	1084	86
2814	1086	10
2815	1088	42
2816	1093	122
2817	1096	89
2818	1097	9
2819	1100	111
2820	1103	128
2821	1105	76
2822	1115	120
2823	1118	120
2824	1119	101
2825	1120	78
2826	1121	24
2827	1128	103
2828	1133	10
2829	1134	126
2830	1135	6
2831	1138	114
2832	1139	13
2833	1145	97
2834	1150	119
2835	1156	5
2836	1157	122
2837	1160	55
2838	1176	77
2839	1177	113
2840	1187	90
2841	1188	9
2842	1193	11
2843	1199	120
2844	1201	16
2845	1202	97
2846	1203	97
2847	1209	115
2848	1217	79
2849	1224	18
2850	1225	90
2851	1227	124
2852	1228	119
2853	1233	34
2854	1234	58
2855	1242	113
2856	1245	65
2857	1246	102
2858	1248	111
2859	1249	9
2860	1250	3
2861	1252	6
2862	1261	86
2863	1265	59
2864	1268	125
2865	1270	110
2866	1281	119
2867	1286	126
2868	1296	4
2869	1297	128
2870	1307	116
2871	1313	113
2872	1320	10
2873	1341	22
2874	1343	110
2875	1345	82
2876	1352	138
2877	1360	91
2878	1363	55
2879	1364	15
2880	1372	106
2881	1373	107
2882	1374	116
2883	1379	16
2884	1382	17
2885	1386	119
2886	1395	97
2887	1401	27
2888	1404	9
2889	1406	113
2890	1411	8
2891	1413	58
2892	1421	115
2893	1423	75
2894	1426	96
2895	1435	21
2896	1440	33
2897	1442	111
2898	1455	93
2899	1469	13
2900	1471	122
2901	1477	126
2902	1486	91
2903	1492	118
2904	1502	16
2905	1510	101
2906	1515	16
2907	1534	90
2908	1535	139
2909	1539	82
2910	1547	113
2911	1552	134
2912	1562	82
2913	1567	115
2914	1572	46
2915	1574	38
2916	1579	117
2917	1584	110
2918	1585	11
2919	1591	45
2920	1592	25
2921	1600	63
2922	1604	121
2923	1605	114
2924	1609	7
2925	1619	10
2926	1622	14
2927	1624	54
2928	1625	108
2929	1638	99
2930	1640	120
2931	1658	73
2932	1659	7
2933	1663	120
2934	1681	118
2935	1685	57
2936	1688	14
2937	1703	17
2938	1711	135
2939	1712	8
2940	1715	37
2941	1723	30
2942	1730	94
2943	1732	94
2944	1744	5
2945	1745	8
2946	1749	92
2947	1751	75
2948	1755	95
2949	1757	126
2950	1764	19
2951	1772	7
2952	1778	94
2953	5979	125
2954	5980	78
2955	5983	61
2956	5987	112
2957	5988	132
2958	5989	77
2959	5991	68
2960	5995	85
2961	6004	37
2962	6011	18
2963	6013	39
2964	6029	83
2965	6033	143
2966	6038	114
2967	6043	54
2968	6046	90
2969	6051	112
2970	6053	49
2971	6063	95
2972	6064	75
2973	6068	63
2974	6076	123
2975	6082	61
2976	6096	99
2977	6100	122
2978	6104	35
2979	6106	67
2980	6113	120
2981	6115	46
2982	6116	108
2983	6118	119
2984	6130	77
2985	6135	77
2986	6139	82
2987	6143	119
2988	6144	128
2989	6151	98
2990	6154	19
2991	6157	138
2992	6159	105
2993	6166	25
2994	6170	102
2995	6186	55
2996	6197	97
2997	6199	36
2998	6205	41
2999	6212	103
3000	6213	44
3001	6216	116
3002	6217	37
3003	6223	121
3004	6235	28
3005	6236	108
3006	6239	120
3007	6253	121
3008	6260	62
3009	6261	66
3010	6263	130
3011	6272	102
3012	6274	71
3013	6279	91
3014	6285	100
3015	6286	130
3016	6287	103
3017	6297	69
3018	6299	85
3019	6301	139
3020	6305	125
3021	6308	125
3022	6311	66
3023	6319	82
3024	6324	20
3025	6326	37
3026	6333	102
3027	6334	93
3028	6342	46
3029	6346	77
3030	6349	113
3031	6353	123
3032	6359	22
3033	6364	114
3034	6366	117
3035	6367	70
3036	6371	134
3037	6372	69
3038	6386	125
3039	6394	9
3040	6409	58
3041	6412	120
3042	6416	30
3043	6420	49
3044	6424	98
3045	6427	75
3046	6428	58
3047	6434	107
3048	6436	68
3049	6438	72
3050	6442	50
3051	6445	126
3052	6450	88
3053	6451	43
3054	6452	57
3055	6453	93
3056	6458	65
3057	6461	57
3058	6462	60
3059	6465	59
3060	6471	62
3061	6472	140
3062	6488	66
3063	6502	84
3064	6509	57
3065	6520	122
3066	6522	73
3067	6527	77
3068	6528	59
3069	6529	114
3070	6533	82
3071	6536	110
3072	6539	33
3073	6546	52
3074	6547	35
3075	6555	47
3076	6557	85
3077	6560	47
3078	6561	134
3079	6564	134
3080	6573	48
3081	6583	68
3082	6584	114
3083	6596	106
3084	6599	100
3085	6619	115
3086	6621	63
3087	6635	66
3088	6650	69
3089	6652	101
3090	6653	82
3091	6660	135
3092	6662	102
3093	6666	96
3094	6672	116
3095	6674	38
3096	6679	119
3097	6689	36
3098	6700	87
3099	6711	70
3100	6715	10
3101	6721	103
3102	6725	45
3103	6732	127
3104	6734	33
3105	6735	116
3106	6745	86
3107	6749	76
3108	6756	71
3109	6757	119
3110	6760	120
3111	6762	140
3112	6765	101
3113	6795	56
3114	6797	57
3115	6800	109
3116	6810	110
3117	6811	139
3118	6820	49
3119	6822	131
3120	6831	136
3121	6833	64
3122	6834	58
3123	6835	34
3124	6837	84
3125	6846	61
3126	6856	53
3127	6857	119
3128	6860	120
3129	6865	53
3130	6875	55
3131	6880	107
3132	6886	121
3133	6889	95
3134	6892	65
3135	6893	68
3136	6898	114
3137	6901	80
3138	6912	101
3139	6918	64
3140	6921	132
3141	6929	92
3142	6931	121
3143	6932	89
3144	6933	110
3145	6934	57
3146	6938	86
3147	6947	61
3148	6949	98
3149	6967	118
3150	6972	101
3151	6977	37
3152	6978	27
3153	6981	105
3154	6984	119
3155	6986	90
3156	6988	120
3157	6991	86
3158	6993	39
3159	6995	95
3160	6996	88
3161	7001	102
3162	7004	62
3163	7007	114
3164	7010	63
3165	7011	47
3166	7013	57
3167	7017	111
3168	7018	77
3169	7019	62
3170	7024	15
3171	7026	112
3172	7028	111
3173	7032	111
3174	7039	55
3175	7041	131
3176	7049	93
3177	7054	136
3178	7059	94
3179	7060	68
3180	7067	65
3181	7070	71
3182	7073	102
3183	7083	86
3184	7084	50
3185	7085	121
3186	7095	70
3187	7098	28
3188	7109	126
3189	7113	96
3190	7115	115
3191	7123	14
3192	7124	89
3193	7125	132
3194	7129	150
3195	7137	71
3196	7139	129
3197	7140	80
3198	7153	123
3199	7154	90
3200	7157	75
3201	7160	115
3202	7161	23
3203	7164	117
3204	7165	109
3205	7170	62
3206	7175	59
3207	7179	95
3208	7180	50
3209	7182	108
3210	7188	95
3211	7194	60
3212	7196	77
3213	7206	70
3214	7218	114
3215	7221	67
3216	7227	60
3217	7229	133
3218	7230	47
3219	7234	58
3220	7238	64
3221	7244	127
3222	7249	101
3223	7253	87
3224	7265	118
3225	7273	71
3226	7275	106
3227	7284	128
3228	7296	80
3229	7297	56
3230	7304	33
3231	7318	88
3232	7323	51
3233	7343	41
3234	7345	47
3235	7347	59
3236	7352	111
3237	7357	52
3238	7369	67
3239	7371	116
3240	7372	132
3241	7378	91
3242	7381	138
3243	7383	27
3244	7385	46
3245	7389	126
3246	7390	32
3247	7405	122
3248	7406	59
3249	7425	35
3250	7428	150
3251	7433	90
3252	7435	143
3253	7443	90
3254	7450	82
3255	7463	63
3256	7464	109
3257	7466	37
3258	7484	51
3259	7489	69
3260	7492	124
3261	7494	77
3262	7501	108
3263	7506	81
3264	7511	50
3265	7513	44
3266	7517	29
3267	7519	113
3268	7530	127
3269	7544	124
3270	7547	118
3271	7550	53
3272	7557	59
3273	7564	73
3274	7565	52
3275	7570	73
3276	7581	42
3277	7584	92
3278	7587	52
3279	7604	102
3280	7606	123
3281	7607	93
3282	7611	110
3283	7618	75
3284	7625	110
3285	7635	104
3286	7636	43
3287	7641	120
3288	7651	38
3289	7656	50
3290	7665	79
3291	7666	103
3292	7677	134
3293	7678	45
3294	7699	87
3295	7701	49
3296	7702	94
3297	7706	90
3298	2979	125
3299	2980	109
3300	2983	78
3301	2987	51
3302	2988	61
3303	2989	81
3304	2991	74
3305	2995	119
3306	3004	124
3307	3010	109
3308	3012	112
3309	3019	119
3310	3032	36
3311	3037	8
3312	3042	116
3313	3045	75
3314	3050	130
3315	3052	14
3316	3054	80
3317	3062	95
3318	3063	82
3319	3067	60
3320	3075	6
3321	3077	22
3322	3081	78
3323	3095	110
3324	3099	22
3325	3103	107
3326	3105	106
3327	3112	108
3328	3114	3
3329	3115	64
3330	3117	97
3331	3129	4
3332	3134	14
3333	3138	98
3334	3142	7
3335	3143	97
3336	3150	1
3337	3153	3
3338	3156	85
3339	3158	109
3340	3165	88
3341	3169	61
3342	3178	118
3343	3185	77
3344	3196	13
3345	3198	127
3346	3204	119
3347	3211	115
3348	3212	24
3349	3215	121
3350	3216	11
3351	3222	111
3352	3228	29
3353	3234	93
3354	3235	10
3355	3238	99
3356	3252	58
3357	3262	98
3358	3273	11
3359	3278	43
3360	3284	111
3361	3285	123
3362	3296	20
3363	3298	13
3364	3300	16
3365	3304	123
3366	3307	82
3367	3310	4
3368	3318	93
3369	3323	11
3370	3325	10
3371	3327	95
3372	3332	115
3373	3333	119
3374	3341	55
3375	3345	93
3376	3348	104
3377	3352	106
3378	3358	15
3379	3365	71
3380	3366	14
3381	3370	6
3382	3371	114
3383	3385	8
3384	3393	110
3385	3397	12
3386	3408	18
3387	3411	109
3388	3414	19
3389	3415	86
3390	3417	27
3391	3419	16
3392	3423	95
3393	3426	57
3394	3427	94
3395	3433	98
3396	3435	117
3397	3437	120
3398	3441	101
3399	3444	52
3400	3449	28
3401	3450	131
3402	3451	124
3403	3452	19
3404	3457	127
3405	3460	18
3406	3461	119
3407	3462	89
3408	3470	9
3409	3471	81
3410	3476	37
3411	3480	121
3412	3487	11
3413	3494	117
3414	3501	9
3415	3508	72
3416	3519	11
3417	3521	105
3418	3526	99
3419	3527	12
3420	3528	42
3421	3532	118
3422	3535	21
3423	3538	102
3424	3545	23
3425	3546	8
3426	3554	73
3427	3559	17
3428	3560	25
3429	3563	12
3430	3572	113
3431	3581	12
3432	3582	123
3433	3594	49
3434	3613	9
3435	3617	112
3436	3619	23
3437	3648	35
3438	3651	98
3439	3658	8
3440	3660	87
3441	3663	107
3442	3664	69
3443	3670	61
3444	3672	71
3445	3677	20
3446	3687	25
3447	3697	10
3448	3698	12
3449	3701	83
3450	3709	61
3451	3713	30
3452	3719	15
3453	3724	79
3454	3730	78
3455	3732	115
3456	3733	99
3457	3743	104
3458	3744	77
3459	3754	93
3460	3755	11
3461	3758	97
3462	3760	107
3463	3763	8
3464	3790	106
3465	3795	13
3466	3808	123
3467	3809	9
3468	3817	101
3469	3819	15
3470	3820	97
3471	3831	118
3472	3844	9
3473	3854	87
3474	3855	118
3475	3858	85
3476	3869	146
3477	3870	107
3478	3871	6
3479	3872	15
3480	3884	50
3481	3887	117
3482	3891	110
3483	3896	18
3484	3900	82
3485	3902	27
3486	3907	101
3487	3914	114
3488	3915	6
3489	3926	17
3490	3929	92
3491	3933	75
3492	3948	123
3493	3950	130
3494	3964	124
3495	3969	11
3496	3973	121
3497	3978	7
3498	3982	6
3499	3983	15
3500	3985	99
3501	3988	57
3502	3991	16
3503	3993	126
3504	4001	13
3505	4004	88
3506	4005	6
3507	4006	115
3508	4007	133
3509	4015	9
3510	4022	30
3511	4023	61
3512	4031	115
3513	4035	46
3514	4036	11
3515	4046	3
3516	4056	67
3517	4064	116
3518	4065	113
3519	4067	15
3520	4072	14
3521	4076	25
3522	4081	19
3523	4087	81
3524	4090	77
3525	4093	7
3526	4103	94
3527	4107	48
3528	4108	8
3529	4109	14
3530	4116	88
3531	4121	120
3532	4122	106
3533	4124	99
3534	4125	10
3535	4126	7
3536	4131	11
3537	4134	16
3538	4137	3
3539	4143	64
3540	4144	21
3541	4156	124
3542	4159	120
3543	4163	122
3544	4174	28
3545	4175	113
3546	4177	15
3547	4184	59
3548	4186	10
3549	4188	70
3550	4196	79
3551	4198	70
3552	4204	111
3553	4205	95
3554	4208	1
3555	4211	110
3556	4212	117
3557	4215	111
3558	4220	16
3559	4221	112
3560	4227	117
3561	4228	86
3562	4231	112
3563	4234	102
3564	4238	81
3565	4246	30
3566	4247	137
3567	4248	51
3568	4251	113
3569	4267	33
3570	4269	111
3571	4274	66
3572	4275	16
3573	4288	101
3574	4292	99
3575	4293	13
3576	4307	105
3577	4311	103
3578	4313	13
3579	4331	125
3580	4346	97
3581	4349	144
3582	4351	9
3583	4357	119
3584	4360	116
3585	4365	21
3586	4372	135
3587	4375	15
3588	4377	40
3589	4381	21
3590	4390	80
3591	4397	61
3592	4398	13
3593	4399	101
3594	4407	79
3595	4424	72
3596	4428	19
3597	4430	9
3598	4439	34
3599	4441	59
3600	4455	6
3601	4457	102
3602	4465	101
3603	4467	126
3604	4472	132
3605	4483	18
3606	4484	8
3607	4488	111
3608	4493	10
3609	4495	121
3610	4496	25
3611	4507	100
3612	4520	112
3613	4521	25
3614	4524	94
3615	4525	115
3616	4540	15
3617	4548	107
3618	4561	111
3619	4564	18
3620	4565	24
3621	4572	54
3622	4573	114
3623	4579	14
3624	4581	21
3625	4593	106
3626	4594	4
3627	4600	6
3628	4608	120
3629	4611	27
3630	4613	9
3631	4614	138
3632	4629	5
3633	4634	1
3634	4663	14
3635	4673	120
3636	4688	19
3637	4689	74
3638	4692	16
3639	4699	69
3640	4704	16
3641	4708	14
3642	4709	92
3643	4712	130
3644	4719	6
3645	4732	12
3646	4733	32
3647	4734	65
3648	4746	15
3649	4759	96
3650	4761	99
3651	4762	9
3652	4763	122
3653	4766	15
3654	4767	69
3655	4770	50
3656	4771	85
3657	4775	94
3658	11829	91
3659	11832	112
3660	11836	108
3661	11837	34
3662	11838	122
3663	11840	69
3664	11844	111
3665	11853	70
3666	11859	85
3667	11861	103
3668	11868	88
3669	11881	91
